ECO_Code,Name,Moves,Short_Name,Ref_Link
A00,Uncommon Opening,,Uncommon Opening,https://www.chess.com/openings/Polish-Opening
A01,Nimzovich-Larsen Attack,1 b3,Nimzovich-Larsen Attack,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack
A02,Bird's Opening,1 f4,Bird's Opening,https://www.chess.com/openings/Birds-Opening
A03,Bird's Opening,1 f4 d5,Bird's Opening,https://www.chess.com/openings/Birds-Opening
A04,Reti Opening,1 Nf3,Reti Opening,https://www.chess.com/openings/Reti-Opening
A05,Reti Opening,1 Nf3 Nf6,Reti Opening,https://www.chess.com/openings/Reti-Opening
A06,Reti Opening,1 Nf3 d5,Reti Opening,https://www.chess.com/openings/Reti-Opening
A07,King's Indian Attack,1 Nf3 d5 2 g3,King's Indian Attack,https://www.chess.com/openings/Kings-Indian-Attack
A08,King's Indian Attack,1 Nf3 d5 2 g3 c5 3 Bg2,King's Indian Attack,https://www.chess.com/openings/Kings-Indian-Attack
A09,Reti Opening,1 Nf3 d5 2 c4,Reti Opening,https://www.chess.com/openings/Reti-Opening
A10,English,1 c4,English,https://www.chess.com/openings/English-Opening
A11,"English, Caro-Kann Defensive System",1 c4 c6,English,https://www.chess.com/openings/English-Opening
A12,English with b3,1 c4 c6 2 Nf3 d5 3 b3,English,https://www.chess.com/openings/English-Opening
A13,English,1 c4 e6,English,https://www.chess.com/openings/English-Opening
A14,English,1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 Be7 5 O-O,English,https://www.chess.com/openings/English-Opening
A15,English,1 c4 Nf6,English,https://www.chess.com/openings/English-Opening
A16,English,1 c4 Nf6 2 Nc3,English,https://www.chess.com/openings/English-Opening
A17,English,1 c4 Nf6 2 Nc3 e6,English,https://www.chess.com/openings/English-Opening
A18,"English, Mikenas-Carls",1 c4 Nf6 2 Nc3 e6 3 e4,English,https://www.chess.com/openings/English-Opening
A19,"English, Mikenas-Carls, Sicilian Variation",1 c4 Nf6 2 Nc3 e6 3 e4 c5,English,https://www.chess.com/openings/English-Opening
A20,English,1 c4 e5,English,https://www.chess.com/openings/English-Opening
A21,English,1 c4 e5 2 Nc3,English,https://www.chess.com/openings/English-Opening
A22,English,1 c4 e5 2 Nc3 Nf6,English,https://www.chess.com/openings/English-Opening
A23,"English, Bremen System, Keres Variation",1 c4 e5 2 Nc3 Nf6 3 g3 c6,English,https://www.chess.com/openings/English-Opening
A24,"English, Bremen System with ...g6",1 c4 e5 2 Nc3 Nf6 3 g3 g6,English,https://www.chess.com/openings/English-Opening
A25,English,1 c4 e5 2 Nc3 Nc6,English,https://www.chess.com/openings/English-Opening
A26,English,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6,English,https://www.chess.com/openings/English-Opening
A27,"English, Three Knights System",1 c4 e5 2 Nc3 Nc6 3 Nf3,English,https://www.chess.com/openings/English-Opening
A28,English,1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6,English,https://www.chess.com/openings/English-Opening
A29,"English, Four Knights, Kingside Fianchetto",1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 g3,English,https://www.chess.com/openings/English-Opening
A30,"English, Symmetrical",1 c4 c5,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A31,"English, Symmetrical, Benoni Formation",1 c4 c5 2 Nf3 Nf6 3 d4,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A32,"English, Symmetrical Variation",1 c4 c5 2 Nf3 Nf6 3 d4 cxd4 4 Nxd4 e6,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A33,"English, Symmetrical",1 c4 c5 2 Nf3 Nf6 3 d4 cxd4 4 Nxd4 e6 5 Nc3 Nc6,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A34,"English, Symmetrical",1 c4 c5 2 Nc3,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A35,"English, Symmetrical",1 c4 c5 2 Nc3 Nc6,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A36,English,1 c4 c5 2 Nc3 Nc6 3 g3,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A37,"English, Symmetrical",1 c4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 Nf3,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A38,"English, Symmetrical",1 c4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 Nf3 Nf6,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A39,"English, Symmetrical, Main line with d4",1 c4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 Nf3 Nf6 6 O-O O-O 7 d4,English Opening: Symmetrical,https://www.chess.com/openings/English-Opening-Symmetrical-Variation
A40,Queen's Pawn Game,1 d4,Queen's Pawn Game,https://www.chess.com/openings/Queens-Pawn-Opening
A41,Queen's Pawn Game (with ...d6),1 d4 d6,Queen's Pawn Game,https://www.chess.com/openings/Queens-Pawn-Opening
A42,"Modern Defense, Averbakh System",1 d4 d6 2 c4 g6 3 Nc3 Bg7 4 e4,Modern Defense,https://www.chess.com/openings/Modern-Defense
A43,Old Benoni,1 d4 c5,Old Benoni Defense,https://www.chess.com/openings/Old-Benoni-Defense
A44,Old Benoni Defense,1 d4 c5 2 d5 e5,Old Benoni Defense,https://www.chess.com/openings/Old-Benoni-Defense
A45,Queen's Pawn Game,1 d4 Nf6,Queen's Pawn Game,https://www.chess.com/openings/Queens-Pawn-Opening
A46,Queen's Pawn Game,1 d4 Nf6 2 Nf3,Queen's Pawn Game,https://www.chess.com/openings/Queens-Pawn-Opening
A47,Queen's Indian,1 d4 Nf6 2 Nf3 b6,Queen's Indian,https://www.chess.com/openings/Queens-Indian-Defense
A48,King's Indian,1 d4 Nf6 2 Nf3 g6,King's Indian,https://www.chess.com/openings/Kings-Indian-Defense
A49,"King's Indian, Fianchetto without c4",1 d4 Nf6 2 Nf3 g6 3 g3,King's Indian,https://www.chess.com/openings/Kings-Indian-Defense
A50,Queen's Pawn Game,1 d4 Nf6 2 c4,Queen's Pawn Game,https://www.chess.com/openings/Queens-Pawn-Opening
A51,Budapest Gambit,1 d4 Nf6 2 c4 e5,Budapest Gambit,https://www.chess.com/openings/Budapest-Gambit
A52,Budapest Gambit,1 d4 Nf6 2 c4 e5 3 dxe5 Ng4,Budapest Gambit,https://www.chess.com/openings/Budapest-Gambit
A53,Old Indian,1 d4 Nf6 2 c4 d6,Old Indian,https://www.chess.com/openings/Old-Indian-Defense
A54,"Old Indian, Ukrainian Variation, 4.Nf3",1 d4 Nf6 2 c4 d6 3 Nc3 e5 4 Nf3,Old Indian,https://www.chess.com/openings/Old-Indian-Defense
A55,"Old Indian, Main line",1 d4 Nf6 2 c4 d6 3 Nc3 e5 4 Nf3 Nbd7 5 e4,Old Indian,https://www.chess.com/openings/Old-Indian-Defense
A56,Benoni Defense,1 d4 Nf6 2 c4 c5,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A57,Benko Gambit,1 d4 Nf6 2 c4 c5 3 d5 b5,Benko Gambit,https://www.chess.com/openings/Benko-Gambit
A58,Benko Gambit,1 d4 Nf6 2 c4 c5 3 d5 b5 4 cxb5 a6 5 bxa6,Benko Gambit,https://www.chess.com/openings/Benko-Gambit
A59,Benko Gambit,1 d4 Nf6 2 c4 c5 3 d5 b5 4 cxb5 a6 5 bxa6 Bxa6 6 Nc3 d6 7 e4,Benko Gambit,https://www.chess.com/openings/Benko-Gambit
A60,Benoni Defense,1 d4 Nf6 2 c4 c5 3 d5 e6,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A61,Benoni,1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 Nf3 g6,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A62,"Benoni, Fianchetto Variation",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 Nf3 g6 7 g3 Bg7 8 Bg2 O-O,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A63,"Benoni, Fianchetto, 9...Nbd7",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 Nf3 g6 7 g3 Bg7 8 Bg2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A64,"Benoni, Fianchetto, 11...Re8",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 Nf3 g6 7 g3 Bg7 8 Bg2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A65,"Benoni, 6.e4",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A66,Benoni,1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 f4,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A67,"Benoni, Taimanov Variation",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 f4 Bg7 8 Bb5+,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A68,"Benoni, Four Pawns Attack",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 f4 Bg7 8 Nf3 O-O,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A69,"Benoni, Four Pawns Attack, Main line",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 f4 Bg7 8 Nf3 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A70,"Benoni, Classical with 7.Nf3",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A71,"Benoni, Classical, 8.Bg5",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Bg5,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A72,"Benoni, Classical without 9.O-O",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A73,"Benoni, Classical, 9.O-O",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A74,"Benoni, Classical, 9...a6, 10.a4",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A75,"Benoni, Classical with ...a6 and 10...Bg4",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A76,"Benoni, Classical, 9...Re8",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A77,"Benoni, Classical, 9...Re8, 10.Nd2",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A78,"Benoni, Classical with ...Re8 and ...Na6",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A79,"Benoni, Classical, 11.f3",1 d4 Nf6 2 c4 c5 3 d5 e6 4 Nc3 exd5 5 cxd5 d6 6 e4 g6 7 Nf3 Bg7 8 Be2 O-O 9,Benoni Defense,https://www.chess.com/openings/Benoni-Defense-Modern-Variation
A80,Dutch,1 d4 f5,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A81,Dutch,1 d4 f5 2 g3,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A82,"Dutch, Staunton Gambit",1 d4 f5 2 e4,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A83,"Dutch, Staunton Gambit",1 d4 f5 2 e4 fxe4 3 Nc3 Nf6 4 Bg5,Dutch Defense: Staunton Gambit,https://www.chess.com/openings/Dutch-Defense-Staunton-Gambit-Accepted
A84,Dutch,1 d4 f5 2 c4,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A85,"Dutch, with c4 & Nc3",1 d4 f5 2 c4 Nf6 3 Nc3,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A86,Dutch,1 d4 f5 2 c4 Nf6 3 g3,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A87,"Dutch, Leningrad, Main Variation",1 d4 f5 2 c4 Nf6 3 g3 g6 4 Bg2 Bg7 5 Nf3,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A88,"Dutch, Leningrad, Main Variation with c6",1 d4 f5 2 c4 Nf6 3 g3 g6 4 Bg2 Bg7 5 Nf3 O-O 6 O-O d6 7 Nc3 c6,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A89,"Dutch, Leningrad, Main Variation with Nc6",1 d4 f5 2 c4 Nf6 3 g3 g6 4 Bg2 Bg7 5 Nf3 O-O 6 O-O d6 7 Nc3 Nc6,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A90,Dutch,1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A91,Dutch Defense,1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A92,Dutch,1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A93,"Dutch, Stonewall, Botvinnik Variation",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d5 7 b3,Dutch Defense: Stonewall,https://www.chess.com/openings/Dutch-Defense-Fianchetto-Ilyin-Zhenevsky-Stonewall-Variation
A94,"Dutch, Stonewall with Ba3",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d5 7 b3 c6 8 Ba3,Dutch Defense: Stonewall,https://www.chess.com/openings/Dutch-Defense-Fianchetto-Ilyin-Zhenevsky-Stonewall-Variation
A95,"Dutch, Stonewall",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d5 7 Nc3 c6,Dutch Defense: Stonewall,https://www.chess.com/openings/Dutch-Defense-Fianchetto-Ilyin-Zhenevsky-Stonewall-Variation
A96,"Dutch, Classical Variation",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d6,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A97,"Dutch, Ilyin-Genevsky",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d6 7 Nc3 Qe8,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A98,"Dutch, Ilyin-Genevsky Variation with Qc2",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d6 7 Nc3 Qe8 8 Qc2,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
A99,"Dutch, Ilyin-Genevsky Variation with b3",1 d4 f5 2 c4 Nf6 3 g3 e6 4 Bg2 Be7 5 Nf3 O-O 6 O-O d6 7 Nc3 Qe8 8 b3,Dutch Defense,https://www.chess.com/openings/Dutch-Defense
B00,Uncommon King's Pawn Opening,1 e4,Uncommon King's Pawn Opening,https://www.chess.com/openings/Polish-Opening
B01,Scandinavian,1 e4 d5,Scandinavian,https://www.chess.com/openings/Scandinavian-Defense
B02,Alekhine's Defense,1 e4 Nf6,Alekhine's Defense,https://www.chess.com/openings/Alekhines-Defense
B03,Alekhine's Defense,1 e4 Nf6 2 e5 Nd5 3 d4,Alekhine's Defense,https://www.chess.com/openings/Alekhines-Defense
B04,"Alekhine's Defense, Modern",1 e4 Nf6 2 e5 Nd5 3 d4 d6 4 Nf3,Alekhine's Defense,https://www.chess.com/openings/Alekhines-Defense
B05,"Alekhine's Defense, Modern",1 e4 Nf6 2 e5 Nd5 3 d4 d6 4 Nf3 Bg4,Alekhine's Defense,https://www.chess.com/openings/Alekhines-Defense
B06,Robatsch,1 e4 g6,Robatsch,https://www.chess.com/openings/Polish-Opening
B07,Pirc,1 e4 d6 2 d4 Nf6,Pirc Defense,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6
B08,"Pirc, Classical",1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3,Pirc Defense,https://www.chess.com/openings/Pirc-Defense-2.d4-Nf6
B09,"Pirc, Austrian Attack",1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4,Pirc Defense: Austrian Attack,https://www.chess.com/openings/Pirc-Defense-Main-Line-Austrian-Attack
B10,Caro-Kann,1 e4 c6,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B11,"Caro-Kann, Two Knights, 3...Bg4",1 e4 c6 2 Nc3 d5 3 Nf3 Bg4,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B12,Caro-Kann Defense,1 e4 c6 2 d4,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B13,"Caro-Kann, Exchange",1 e4 c6 2 d4 d5 3 exd5 cxd5,Caro-Kann Defense: Exchange,https://www.chess.com/openings/Caro-Kann-Defense-Exchange-Variation
B14,"Caro-Kann, Panov-Botvinnik Attack",1 e4 c6 2 d4 d5 3 exd5 cxd5 4 c4 Nf6 5 Nc3 e6,Caro-Kann Defense: Exchange,https://www.chess.com/openings/Caro-Kann-Defense-Exchange-Variation
B15,Caro-Kann,1 e4 c6 2 d4 d5 3 Nc3,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B16,"Caro-Kann, Bronstein-Larsen Variation",1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Nf6 5 Nxf6+ gxf6,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B17,"Caro-Kann, Steinitz Variation",1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Nd7,Caro-Kann Defense,https://www.chess.com/openings/Caro-Kann-Defense
B18,"Caro-Kann, Classical",1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Bf5,Caro-Kann Defense: Classical,https://www.chess.com/openings/Caro-Kann-Defense-Classical-Variation
B19,"Caro-Kann, Classical",1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Bf5 5 Ng3 Bg6 6 h4 h6 7 Nf3 Nd7,Caro-Kann Defense: Classical,https://www.chess.com/openings/Caro-Kann-Defense-Classical-Variation
B20,Sicilian,1 e4 c5,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B21,"Sicilian, 2.f4 and 2.d4",1 e4 c5 2 f4,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B22,"Sicilian, Alapin",1 e4 c5 2 c3,Sicilian Defense: Alapin,https://www.chess.com/openings/Alapin-Sicilian-Defense
B23,"Sicilian, Closed",1 e4 c5 2 Nc3,Sicilian Defense: Closed,https://www.chess.com/openings/Closed-Sicilian-Defense
B24,"Sicilian, Closed",1 e4 c5 2 Nc3 Nc6 3 g3,Sicilian Defense: Closed,https://www.chess.com/openings/Closed-Sicilian-Defense
B25,"Sicilian, Closed",1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6,Sicilian Defense: Closed,https://www.chess.com/openings/Closed-Sicilian-Defense
B26,"Sicilian, Closed, 6.Be3",1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 Be3,Sicilian Defense: Closed,https://www.chess.com/openings/Closed-Sicilian-Defense
B27,Sicilian,1 e4 c5 2 Nf3,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B28,"Sicilian, O'Kelly Variation",1 e4 c5 2 Nf3 a6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B29,"Sicilian, Nimzovich-Rubinstein",1 e4 c5 2 Nf3 Nf6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B30,Sicilian,1 e4 c5 2 Nf3 Nc6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B31,"Sicilian, Rossolimo Variation",1 e4 c5 2 Nf3 Nc6 3 Bb5 g6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B32,Sicilian,1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 e5,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B33,Sicilian,1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B34,"Sicilian, Accelerated Fianchetto",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nxc6,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B35,"Sicilian, Accelerated Fianchetto, Modern Variation with Bc4",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nc3 Bg7 6 Be3 Nf6 7 Bc4,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B36,"Sicilian, Accelerated Fianchetto",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B37,"Sicilian, Accelerated Fianchetto",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B38,"Sicilian, Accelerated Fianchetto, Maroczy Bind, 6.Be3",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B39,"Sicilian, Accelerated Fianchetto, Breyer Variation",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3 Nf6 7 Nc3 Ng4,Sicilian Defense: Accelerated Dragon,https://www.chess.com/openings/Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation
B40,Sicilian,1 e4 c5 2 Nf3 e6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B41,"Sicilian, Kan",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B42,"Sicilian, Kan",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Bd3,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B43,"Sicilian, Kan, 5.Nc3",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Nc3,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B44,Sicilian,1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B45,"Sicilian, Taimanov",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3,Sicilian Defense: Taimanov,https://www.chess.com/openings/Sicilian-Defense-Taimanov-Variation
B46,"Sicilian, Taimanov Variation",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 a6,Sicilian Defense: Taimanov,https://www.chess.com/openings/Sicilian-Defense-Taimanov-Variation
B47,"Sicilian, Taimanov (Bastrikov) Variation",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7,Sicilian Defense: Taimanov,https://www.chess.com/openings/Sicilian-Defense-Taimanov-Variation
B48,"Sicilian, Taimanov Variation",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3,Sicilian Defense: Taimanov,https://www.chess.com/openings/Sicilian-Defense-Taimanov-Variation
B49,"Sicilian, Taimanov Variation",1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3 a6 7 Be2,Sicilian Defense: Taimanov,https://www.chess.com/openings/Sicilian-Defense-Taimanov-Variation
B50,Sicilian,1 e4 c5 2 Nf3 d6,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B51,"Sicilian, Canal-Sokolsky (Rossolimo) Attack",1 e4 c5 2 Nf3 d6 3 Bb5+,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B52,"Sicilian, Canal-Sokolsky (Rossolimo) Attack",1 e4 c5 2 Nf3 d6 3 Bb5+ Bd7,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B53,Sicilian,1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Qxd4,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B54,Sicilian,1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B55,"Sicilian, Prins Variation, Venice Attack",1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 f3 e5 6 Bb5+,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B56,Sicilian,1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B57,Sicilian,1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bc4,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B58,Sicilian,1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
B59,"Sicilian, Boleslavsky Variation, 7.Nb3",1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2 e5 7 Nb3,Sicilian Defense,https://www.chess.com/openings/Sicilian-Defense
